pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
1VPX,J,0.693,0.442,0.429,0.28,0.143,0.434,0.6,0.277,0.579,0.904,0.218,0.99,0.053,0.694,4.1.1.2
1XDJ,B,0.693,0.326,-0.6,0.143,-0.2,0.366,0.136,0.067,0.224,0.8,0.143,0.98,0.099,0.118,4.1
2JKT,L,0.693,0.58,0.467,0.304,0.467,0.522,0.366,0.589,0.744,0.884,0.238,0.884,0.081,0.383,3.3.2.2
3SYS,B,0.693,0.315,-0.25,0.162,0,0.465,0.105,0.194,0.345,0.968,0.178,1,0.087,0.12,4.2
3WPA,A,0.693,2.22,-0.2,0.541,-0.6,0.303,0.845,0.329,0.996,0.98,0.282,0.8,0.159,0.809,3.4.1
5HI9,D,0.693,0.132,-1,0.074,-0.333,0.49,0.868,0.14,0.08,0,0.068,0.943,0.021,0.126,3.3
6BOB,C,0.693,0.582,-0.333,0.196,-0.667,0.538,0.669,0.585,0.648,0.943,0.134,0.745,0.178,0.846,3.3.1.1
1LDO,B,0.694,1.124,-0.333,0.327,-0.333,0.38,0.635,0.271,0.428,0.943,0.158,0.943,0.079,0.29,4.2
1TNU,K,0.694,0.967,-0.667,0.251,0,0.661,0.803,0.407,0.925,0.745,0.164,1,0.143,1.023,3.3.2.1
1YYH,A,0.694,0.402,-1,0.113,-0.6,0.747,0.151,0.325,0.175,0,0.108,0.8,0.161,0.106,3.3.1.1
2NV2,K,0.694,0.637,0.5,0.419,-0.25,0.413,1.104,0.4,0.665,0.866,0.397,0.968,0.062,1.02,4.1
3P83,A,0.694,2.939,0.333,0.059,0.333,0.587,3.01,0.455,0.04,0.943,0.049,0.943,0.079,0.063,5.3.2
3SPT,A,0.694,1.072,1,0.165,0.2,0.538,0.76,0.711,1.236,0,0.198,0.98,0.191,0.522,3.1.2.1
4GU3,B,0.694,1.562,-1,0.389,0,0.244,0.318,0.029,0.23,0,0.164,1,0.03,0.016,3.4.1.1
4GYY,C,0.694,0.407,1,0.099,0,0.891,0.125,0.019,0.03,0,0.065,1,0.037,0.03,3.3
5A6C,A,0.694,0.529,1,0.546,0.429,0.846,0.187,0.184,0.271,0,0.266,0.904,0.077,0.173,3.3.2.1
5DL7,A,0.694,0.177,-0.25,0.202,0.25,0.471,0.251,0.322,0.091,0.968,0.185,0.968,0.097,0.254,4.2
6CBI,E,0.694,2.575,0.333,0.112,0.333,0.6,2.949,0.424,0.045,0.943,0.083,0.943,0.065,0.112,5.3.2
6TIQ,A,0.694,0.151,0,0.106,0.25,0.45,0.188,0.103,0.102,1,0.063,0.968,0.075,0.182,4.4
2POR,A,0.695,0.285,-0.429,0.143,0.143,0.416,0.343,0.28,0.243,0.904,0.097,0.99,0.112,0.292,4.2
2V7D,D,0.695,0.349,0.333,0.293,-0.333,0.498,0.322,0.041,0.248,0.943,0.05,0.943,0.026,0.28,3.3
3MM0,B,0.695,0.863,-0.333,0.12,0.333,0.395,0.661,0.052,0.096,0.943,0.079,0.943,0.038,0.582,4.2
3PQU,A,0.695,0.625,-0.333,0.419,0.333,0.367,1.023,0.241,0.358,0.943,0.225,0.943,0.015,0.758,4.2
4HNN,D,0.695,0.261,-0.714,0.193,-0.429,0.386,0.279,0.116,0.187,0.7,0.141,0.904,0.105,0.123,4.1
4HSS,A,0.695,1.343,0,0.175,-1,0.385,0.923,0.014,1.13,1,0.146,0,0.004,0.207,5.2
5IRU,B,0.695,1.23,-0.333,0.424,-0.333,0.389,0.892,0.239,0.213,0.943,0.213,0.943,0.014,0.079,4.2
5L5K,A,0.695,1.268,-1,0.678,-0.143,0.426,1.405,0.062,0.737,0,0.553,0.99,0.238,0.945,4.4
5Z15,A,0.695,0.375,0.308,0.148,-0.154,0.393,0.275,0.688,0.801,0.951,0.251,0.988,0.103,0.597,3.2.1.1
6D7Q,A,0.695,0.464,-0.333,0.259,-0.333,0.527,0.673,0.583,0.66,0.943,0.315,0.943,0.186,0.855,3.3.1.1
6W1F,B,0.695,0.305,0.5,0.569,0,0.479,0.464,0.104,0.145,0.866,0.37,1,0.084,0.295,3.3
1A38,B,0.696,0.345,0.333,0.308,-0.333,0.487,0.461,0.06,0.198,0.943,0.013,0.943,0.039,0.5,3.3
1EE4,A,0.696,1.001,0.75,0.377,0,0.756,0.197,0.557,0.751,0.661,0.346,1,0.089,0.17,3.3.3.1
1QGK,A,0.696,0.273,0.333,0.208,-0.333,0.583,0.16,0.631,0.138,0.943,0.209,0.943,0.109,0.236,3.3.3.1
1TNZ,C,0.696,0.654,-1,0.205,-0.333,0.649,0.348,0.538,1.098,0,0.107,0.943,0.121,0.242,3.3.2.1
4BSM,A,0.696,1.074,0.5,0.382,0.125,0.449,0.477,0.578,0.936,0.866,0.343,0.992,0.063,0.364,3.3
4E6H,A,0.696,0.349,0.167,0.131,-0.5,0.54,0.723,0.463,0.344,0.986,0.095,0.866,0.094,0.732,3.3
4JIW,G,0.696,0.897,-1,0.112,-1,0.373,0.487,0.252,1.091,0,0.01,0,0.114,0.037,3.1
6G6U,A,0.696,0.108,-0.5,0.057,-0.25,0.543,0.241,0.087,0.08,0.866,0.032,0.968,0.07,0.123,4.4
7KQ0,C,0.696,2.611,0.333,0.105,0.333,0.599,2.948,0.426,0.035,0.943,0.069,0.943,0.068,0.091,5.3.2
1JQJ,B,0.697,2.72,-0.2,0.06,0.6,0.571,3.012,0.443,0.114,0.98,0.044,0.8,0.048,0.051,5.3.2
1MOX,B,0.697,0.144,1,0.116,0.5,0.32,0.404,0.416,0.166,0,0.145,0.866,0.105,0.104,3.2
2GBG,B,0.697,0.104,1,0.58,-1,0.506,0.065,0.177,0.001,0,0.374,0,0.002,0.029,4.4.5.1
2H6H,A,0.697,0.251,-0.667,0.141,0,0.619,0.198,0.476,0.187,0.745,0.109,1,0.146,0.117,3.3.2.1
4WRM,A,0.697,2.386,1,0.518,0,0.575,0.576,0.298,0.56,0,0.223,1,0.045,0.283,5.5
4Z5W,B,0.697,0.481,0.909,0.19,-0.273,0.506,0.278,0.717,0.64,0.417,0.235,0.962,0.162,0.54,3.2.1.1
5O8O,A,0.697,0.452,-0.5,0.288,0.25,0.371,0.762,0.246,0.402,0.866,0.432,0.968,0.077,0.975,4.2
6MHR,F,0.697,0.986,0.333,0.173,1,0.314,0.422,0.06,0.572,0.943,0.18,0,0.02,0.186,5.2
6TNY,F,0.697,2.754,0.333,0.038,0.333,0.608,2.952,0.429,0.076,0.943,0.023,0.943,0.06,0.092,5.3.2
8DQZ,G,0.697,1.929,0.333,0.344,0.333,0.593,2.818,0.425,0.07,0.943,0.302,0.943,0.027,0.221,5.3.2
3B43,A,0.698,1.521,-0.2,0.38,0.2,0.88,0.512,0.235,0.995,0.98,0.197,0.98,0.019,0.237,5.5
4HCQ,A,0.698,0.769,0.6,0.278,0.2,0.541,0.659,0.259,0.943,0.8,0.289,0.98,0.245,0.244,3.1.2.1
5WYX,A,0.698,0.233,0,0.188,0.385,0.399,0.469,0.836,0.586,1,0.239,0.923,0.084,0.815,3.2.1.1
1WM5,A,0.699,0.523,1,0.281,0.333,0.811,0.064,0.226,0.13,0,0.146,0.943,0.036,0.044,3.3
3CCB,D,0.699,0.209,0,0.635,0,0.553,0.499,0.351,0.119,1,0.488,1,0.05,0.255,4.4.5.1
4MZ6,E,0.699,1.009,1,0.287,0,0.719,0.206,0.588,0.792,0,0.23,1,0.089,0.152,3.3.3.1
5TGS,A,0.699,0.95,0.2,0.266,0.2,0.363,0.977,0.201,1.092,0.98,0.299,0.98,0.112,0.833,4.1
6P86,C,0.699,1.891,0.333,0.365,-0.333,0.591,1.237,0.733,0.849,0.943,0.366,0.943,0.235,0.725,3.1.2.1
1YMP,B,0.7,0.295,-1,0.151,0.333,0.659,0.237,0.286,0.11,0,0.062,0.943,0.129,0.146,3.3
2H6F,A,0.7,0.431,-0.667,0.072,0.333,0.668,0.165,0.406,0.256,0.745,0.068,0.943,0.138,0.061,3.3.2.1
4R36,A,0.7,0.427,1,0.172,0.143,0.499,0.904,0.584,0.961,0,0.35,0.99,0.142,0.855,3.1.2.1
5YKI,A,0.7,0.119,-0.778,0.063,0.111,0.657,0.035,0.459,0.108,0.629,0.04,0.994,0.108,0.023,3.3.2.5
7AZ5,B,0.7,2.731,-0.2,0.085,0.6,0.584,3.048,0.441,0.113,0.98,0.082,0.8,0.087,0.06,5.3.2
1XPG,B,0.701,0.362,0.143,0.276,-0.429,0.373,0.427,0.218,0.268,0.99,0.211,0.904,0.098,0.261,4.1
3SZH,C,0.701,0.68,-1,0.289,0.333,0.315,0.354,0.201,0.278,0,0.301,0.943,0.067,0.131,4.2
4DHG,A,0.701,0.764,-0.714,0.19,-0.429,0.371,0.483,0.136,0.801,0.7,0.171,0.904,0.103,0.338,4.1
4N95,A,0.701,2.716,-0.2,0.059,0.2,0.583,3.036,0.443,0.081,0.98,0.088,0.98,0.076,0.06,5.3.2
4R07,A,0.701,0.092,0,0.137,-0.231,0.39,0.244,0.602,0.09,1,0.203,0.973,0.087,0.517,3.2.1.1
5HI9,C,0.701,0.132,-1,0.075,-0.333,0.49,0.877,0.142,0.08,0,0.067,0.943,0.021,0.129,3.3
7TFJ,F,0.701,1.966,0.333,0.334,0.333,0.605,2.75,0.42,0.11,0.943,0.215,0.943,0.035,0.095,5.3.2
1QUB,A,0.702,1.424,0,0.25,0.5,0.59,0.481,0.21,0.635,1,0.157,0.866,0.102,0.295,5.2.1.1
1VYJ,A,0.702,2.635,0.333,0.11,0.333,0.594,2.955,0.429,0.04,0.943,0.09,0.943,0.072,0.105,5.3.2
3BQ5,B,0.702,0.284,0.429,0.268,-0.143,0.365,0.571,0.215,0.208,0.904,0.28,0.99,0.104,0.242,4.1
4PJ6,A,0.702,0.318,0,0.317,0.333,0.449,0.57,0.136,0.096,1,0.198,0.943,0.061,0.326,3.3
5HI9,B,0.702,0.132,-1,0.075,-0.333,0.49,0.878,0.143,0.08,0,0.067,0.943,0.021,0.129,3.3
6D7P,A,0.702,0.484,-1,0.145,-0.667,0.519,0.193,0.635,0.431,0,0.122,0.745,0.199,0.183,3.3.1.1
6I96,A,0.702,0.139,-0.2,0.205,0,0.542,0.554,0.609,0.079,0.98,0.215,1,0.102,0.729,4.2
6P87,B,0.702,1.912,0.667,0.554,0,0.478,0.959,0.641,0.854,0.745,0.45,1,0.185,0.35,3.1.2.1
6P88,B,0.702,1.774,0.667,0.575,-0.667,0.571,0.613,0.828,0.868,0.745,0.446,0.745,0.239,0.537,3.1.2.1
1AVD,B,0.703,0.892,-0.333,0.403,-0.333,0.376,0.982,0.16,0.081,0.943,0.193,0.943,0.072,0.235,4.2
1XDJ,A,0.703,0.432,0.143,0.193,-0.429,0.364,0.324,0.198,0.298,0.99,0.155,0.904,0.098,0.289,4.1
2IX2,C,0.703,2.935,0.333,0.083,-0.333,0.592,2.961,0.445,0.062,0.943,0.031,0.943,0.044,0.106,5.3.2
2NZI,B,0.703,2.052,0,0.266,0,0.688,0.125,0.002,0.637,1,0.052,1,0.171,0.005,5.4
4Z7I,A,0.703,0.336,0,0.339,0.333,0.442,0.452,0.135,0.107,1,0.164,0.943,0.059,0.232,3.3
5A5U,B,0.703,0.118,-0.25,0.156,0,0.596,0.169,0.071,0.078,0.968,0.131,1,0.052,0.082,4.4
6JYX,A,0.703,2.197,-0.833,0.7,0.5,0.485,1.143,0.87,0.292,0.553,0.513,0.866,0.149,0.616,3.4.2.5
6S1N,F,0.703,2.755,0.333,0.04,0.333,0.608,2.958,0.433,0.076,0.943,0.024,0.943,0.06,0.088,5.3.2
7DKH,A,0.703,0.506,0.684,0.353,0.053,0.579,0.444,0.138,0.365,0.729,0.258,0.999,0.082,0.52,4.4.1
2PEC,A,0.704,0.081,0.143,0.102,-0.429,0.415,0.67,0.726,0.08,0.99,0.078,0.904,0.104,0.72,3.1
3BQ6,A,0.704,0.334,0.143,0.273,-0.143,0.364,0.593,0.213,0.176,0.99,0.263,0.99,0.1,0.252,4.1
3HW9,A,0.704,0.675,-0.714,0.301,0.714,0.416,0.768,0.408,0.338,0.7,0.228,0.7,0.084,0.48,4.2.1.1
4GPK,A,0.704,0.556,0.556,0.493,0.333,0.653,0.393,0.24,0.435,0.831,0.525,0.943,0.145,0.312,3.3
4GZ3,C,0.704,0.407,1,0.1,0,0.903,0.106,0.017,0.018,0,0.068,1,0.028,0.036,3.3
1XPG,A,0.705,0.627,0.429,0.182,-0.714,0.371,0.466,0.219,0.636,0.904,0.131,0.7,0.092,0.36,4.1
3ASF,B,0.705,1.47,1,0.485,0,0.644,0.279,0.333,0.457,0,0.198,1,0.037,0.189,3.3.2.1
3O9V,D,0.705,0.013,0,0.577,-1,0.494,0.077,0.228,0.003,1,0.421,0,0.002,0.045,4.4.5.1
4G8L,B,0.705,0.255,-0.75,0.1,0,0.649,0.114,0.62,0.222,0.661,0.053,1,0.068,0.051,3.3.1.1
4PJ6,B,0.705,0.398,0,0.199,0.333,0.446,0.534,0.138,0.103,1,0.105,0.943,0.061,0.342,3.3
6IZO,B,0.705,2.557,-0.2,0.063,-0.2,0.551,3.036,0.432,0.053,0.98,0.054,0.98,0.084,0.09,5.3.2
6U84,A,0.705,0.127,-0.333,0.113,-0.333,0.546,0.865,0.134,0.072,0.943,0.061,0.943,0.027,0.12,3.3
6U84,B,0.705,0.127,-0.333,0.113,-0.333,0.546,0.865,0.134,0.072,0.943,0.061,0.943,0.027,0.12,3.3
6U84,C,0.705,0.123,-0.333,0.115,-0.333,0.547,0.861,0.134,0.077,0.943,0.059,0.943,0.027,0.114,3.3
6U84,D,0.705,0.123,-0.333,0.115,-0.333,0.547,0.861,0.134,0.077,0.943,0.059,0.943,0.027,0.114,3.3
2P8Q,A,0.706,0.423,0.429,0.182,0.286,0.595,0.188,0.42,0.312,0.904,0.129,0.958,0.115,0.268,3.3.3.1
3BQ5,A,0.706,0.322,-0.6,0.152,0.2,0.367,0.186,0.073,0.2,0.8,0.137,0.98,0.103,0.19,4.1
4B8O,A,0.706,1.386,1,0.285,-0.5,0.707,0.253,0.457,0.942,0,0.233,0.866,0.077,0.273,3.3.3.1
4P8Q,A,0.706,0.348,0,0.327,0.333,0.449,0.535,0.14,0.107,1,0.205,0.943,0.064,0.332,3.3
5C97,A,0.706,0.349,0,0.372,0.333,0.439,0.456,0.133,0.119,1,0.181,0.943,0.051,0.221,3.3
6U86,A,0.706,0.109,-0.333,0.106,-0.333,0.541,0.858,0.138,0.073,0.943,0.051,0.943,0.022,0.11,3.3
6U86,C,0.706,0.109,-0.333,0.106,-0.333,0.541,0.858,0.138,0.073,0.943,0.051,0.943,0.022,0.11,3.3
1VYO,B,0.707,1.165,-0.333,0.438,-0.333,0.397,0.831,0.275,0.476,0.943,0.129,0.943,0.047,0.132,4.2
1W63,B,0.707,0.716,0.6,0.183,0.2,0.473,0.539,0.755,0.823,0.8,0.117,0.98,0.096,0.687,3.3.2.2
2PCQ,A,0.707,0.384,-0.429,0.419,-0.714,0.388,0.587,0.082,0.317,0.904,0.298,0.7,0.049,0.737,4.1
3PE4,C,0.707,0.394,1,0.102,0,0.879,0.136,0.023,0.016,0,0.058,1,0.043,0.032,3.3
4N95,B,0.707,2.7,-0.2,0.083,0.6,0.585,3.067,0.447,0.058,0.98,0.064,0.8,0.072,0.024,5.3.2
4P8Q,B,0.707,0.373,0,0.23,0.333,0.455,0.536,0.137,0.14,1,0.11,0.943,0.066,0.32,3.3
5O78,A,0.707,0.241,-0.714,0.187,0.143,0.439,0.273,0.456,0.149,0.7,0.133,0.99,0.076,0.432,
6P86,B,0.707,2.179,0.667,0.574,-0.333,0.593,0.883,0.729,0.255,0.745,0.412,0.943,0.229,0.382,3.1.2.1
6Q6G,K,0.707,0.68,0.846,0.375,0.077,0.644,0.304,0.13,0.665,0.533,0.24,0.997,0.16,0.334,3.3
1JQJ,A,0.708,2.681,-0.2,0.034,0.6,0.573,3.047,0.45,0.069,0.98,0.018,0.8,0.052,0.065,5.3.2
1WUE,A,0.708,0.476,-0.333,0.162,-0.333,0.376,0.374,0.135,0.149,0.943,0.103,0.943,0.064,0.152,4.1
2HE0,B,0.708,0.345,-1,0.09,-0.2,0.769,0.235,0.265,0.13,0,0.077,0.98,0.099,0.11,3.3.1.1
2NYM,D,0.708,0.212,0.538,0.042,-0.077,0.654,0.144,0.614,0.176,0.843,0.036,0.997,0.13,0.12,3.3.2.2
2YPF,A,0.708,0.38,0.6,0.38,-0.1,0.764,0.498,0.592,0.494,0.8,0.267,0.995,0.223,0.771,3.3.3.2
3W3N,A,0.708,0.121,0.154,0.07,0.231,0.415,0.094,0.514,0.12,0.988,0.072,0.973,0.071,0.102,3.2.1.1
4M9C,D,0.708,0.819,1,0.315,1,0.572,0.476,0.326,0.936,0,0.278,0,0.232,0.107,3.1.2.1
4RXG,I,0.708,0.655,0,0.49,0,0.401,0.683,0.29,0.576,1,0.483,1,0.096,0.544,4.1.1.2
4Z7I,B,0.708,0.293,0,0.362,0.333,0.438,0.484,0.132,0.089,1,0.187,0.943,0.06,0.221,3.3
5MOM,A,0.708,2.793,0.333,0.044,0.333,0.595,2.967,0.433,0.067,0.943,0.035,0.943,0.045,0.078,5.3.2
5WO7,A,0.708,1.476,1,0.344,0,0.373,0.26,0.076,0.75,0,0.04,1,0.047,0.063,3.3.1.1
6AQ4,A,0.708,0.778,-0.429,0.342,1,0.256,0.386,0.182,0.868,0.904,0.209,0,0.074,0.394,4.1
6FV0,A,0.708,0.47,1,0.34,0.2,0.744,0.227,0.103,0.111,0,0.239,0.98,0.112,0.11,3.3
1M8Z,A,0.709,0.071,0,0.057,-0.25,0.703,0.109,0.256,0.064,1,0.041,0.968,0.073,0.037,3.3.2.5
3U9P,C,0.709,0.487,-0.333,0.165,-0.333,0.309,1.258,0.291,0.071,0.943,0.1,0.943,0.015,0.953,4.2
4RG9,A,0.709,0.766,0.692,0.439,0.385,0.581,0.824,0.344,0.627,0.722,0.413,0.923,0.177,0.766,3.3
6FVM,A,0.709,2.696,-0.2,0.048,0.2,0.603,3.06,0.448,0.059,0.98,0.026,0.98,0.075,0.048,5.3.2
1SXJ,H,0.71,1.944,0.333,0.323,0.333,0.596,2.769,0.423,0.151,0.943,0.214,0.943,0.037,0.123,5.3.2
3SF4,A,0.71,0.668,1,0.399,-0.143,0.877,0.204,0.285,0.266,0,0.242,0.99,0.091,0.162,3.3.2.1
5GVH,A,0.71,0.137,-0.429,0.224,0.143,0.317,0.262,0.183,0.106,0.904,0.137,0.99,0.1,0.24,4.1
6AMS,A,0.71,2.634,-0.2,0.043,0.2,0.601,3.044,0.447,0.091,0.98,0.021,0.98,0.084,0.073,5.3.2
7V6Q,H,0.71,0.481,1,0.188,-0.333,0.596,0.272,0.039,0.133,0,0.09,0.943,0.148,0.134,3.3
1TNY,K,0.711,1.027,0,0.225,-0.333,0.61,0.736,0.285,1.125,1,0.157,0.943,0.137,0.955,3.3.2.1
2JDQ,A,0.711,1.097,1,0.248,0,0.705,0.371,0.415,0.715,0,0.165,1,0.152,0.31,3.3.3.1
5MJ6,B,0.711,0.362,0,0.306,0.333,0.445,0.532,0.14,0.134,1,0.19,0.943,0.049,0.351,3.3
5ZYQ,A,0.711,0.472,1,0.386,-0.2,0.559,0.443,0.089,0.171,0,0.13,0.98,0.075,0.288,3.3
1GE8,A,0.712,2.849,0.333,0.048,0.333,0.585,3.017,0.455,0.059,0.943,0.039,0.943,0.064,0.134,5.3.2
2PKG,B,0.712,0.132,0.571,0.044,-0.429,0.644,0.169,0.754,0.142,0.821,0.04,0.904,0.131,0.15,3.3.2.2
3SPW,B,0.712,0.766,-1,0.239,0,0.492,0.332,0.107,0.107,0,0.047,1,0.06,0.229,4.2.1.2
4AH7,A,0.712,0.318,-0.143,0.246,-0.429,0.409,0.315,0.106,0.154,0.99,0.116,0.904,0.058,0.249,4.1
4GH7,B,0.712,1.574,1,0.252,0,0.869,0.1,0.003,0.126,0,0.016,1,0.015,0.072,5.4
5H0T,D,0.712,3.084,-0.333,0.092,0.333,0.622,2.977,0.473,0.006,0.943,0.049,0.943,0.053,0.042,5.3.2
6Q0T,X,0.712,0.261,1,0.311,-0.333,0.535,0.419,0.022,0.118,0,0.031,0.943,0.026,0.488,3.3.2.1
1AVD,A,0.713,1.144,-0.333,0.734,-1,0.45,0.774,0.037,0.659,0.943,0.302,0,0.019,0.394,4.2
1FPP,A,0.713,0.417,-0.667,0.166,0,0.62,0.196,0.451,0.225,0.745,0.11,1,0.121,0.122,3.3.2.1
1N4P,C,0.713,0.352,-0.667,0.086,-0.333,0.646,0.33,0.438,0.176,0.745,0.049,0.943,0.17,0.217,3.3.2.1
2ZIS,A,0.713,0.619,-0.667,0.176,0,0.602,0.338,0.546,0.904,0.745,0.063,1,0.171,0.237,3.3.2.1
3C6P,B,0.713,0.839,0.333,0.441,-0.048,0.344,0.735,0.572,0.997,0.943,0.421,0.999,0.106,0.838,3.2
3K30,A,0.713,0.532,-0.714,0.268,-0.429,0.383,0.54,0.114,0.928,0.7,0.221,0.904,0.116,0.724,4.1
3T8K,A,0.713,0.233,0,0.194,0,0.425,0.256,0.216,0.108,1,0.145,1,0.039,0.177,3.3
4D5U,F,0.713,0.248,-0.143,0.195,0.429,0.439,0.435,0.495,0.184,0.99,0.122,0.904,0.081,0.37,4.2.1.1
5M6G,A,0.713,0.366,0.143,0.23,-0.143,0.407,0.119,0.207,0.349,0.99,0.19,0.99,0.087,0.054,4.1
5MJ6,A,0.713,0.341,0,0.351,0.333,0.447,0.496,0.142,0.123,1,0.187,0.943,0.059,0.238,3.3
2VGX,B,0.714,0.56,1,0.174,0,0.809,0.111,0.005,0.042,0,0.063,1,0.069,0.096,3.3
2WNQ,A,0.714,0.498,-0.429,0.287,-0.429,0.433,0.423,0.059,0.478,0.904,0.36,0.904,0.083,0.495,4.1
2WO5,A,0.714,0.508,-0.429,0.282,-0.714,0.431,0.413,0.066,0.502,0.904,0.348,0.7,0.064,0.477,4.1
3ASG,A,0.714,0.971,1,0.258,-0.5,0.771,0.234,0.25,0.431,0,0.142,0.866,0.027,0.205,3.3.2.1
3EW2,B,0.714,0.724,-1,0.417,0.333,0.324,0.495,0.225,0.482,0,0.255,0.943,0.031,0.149,4.2
4N4R,C,0.714,0.619,-0.091,0.331,0.091,0.332,0.706,0.576,0.87,0.996,0.298,0.996,0.068,0.801,
6RCP,A,0.714,0.177,-0.143,0.162,0.143,0.428,0.179,0.179,0.13,0.99,0.124,0.99,0.095,0.097,4.2
6YDX,B,0.714,0.375,0,0.308,0.333,0.43,0.552,0.138,0.1,1,0.231,0.943,0.06,0.343,3.3
1A4O,B,0.715,0.308,1,0.39,-0.333,0.475,0.463,0.059,0.19,0,0.074,0.943,0.056,0.542,3.3
2QJJ,A,0.715,0.365,-0.429,0.211,-0.143,0.37,0.316,0.062,0.444,0.904,0.09,0.99,0.076,0.407,4.1
2WNN,C,0.715,0.473,-0.429,0.289,-0.429,0.445,0.444,0.062,0.448,0.904,0.349,0.904,0.083,0.539,4.1
3BQ6,B,0.715,0.329,0.143,0.266,-0.143,0.363,0.603,0.22,0.187,0.99,0.257,0.99,0.1,0.255,4.1
3I2M,X,0.715,2.244,-0.333,0.1,-1,0.476,2.891,0.5,0.103,0.943,0.028,0,0.04,0.132,5.3.2
3K4E,E,0.715,0.211,0.25,0.071,0,0.575,0.25,0.631,0.308,0.968,0.066,1,0.162,0.32,3.3.2.5
3Q5M,A,0.715,0.524,1,0.516,0.5,0.779,0.518,0.388,0.155,0,0.18,0.866,0.038,0.274,3.3
3TIO,B,0.715,1.445,1,0.401,-0.6,0.479,0.966,0.343,1.172,0,0.328,0.8,0.197,0.519,3.1.2.1
4MJR,B,0.715,2.719,-0.2,0.109,0.6,0.576,3.074,0.454,0.075,0.98,0.053,0.8,0.072,0.023,5.3.2
5AUJ,A,0.715,2.879,0.333,0.047,-0.333,0.57,3.015,0.458,0.061,0.943,0.033,0.943,0.06,0.117,5.3.2
5HGV,C,0.715,0.418,1,0.116,0,0.916,0.09,0.011,0.022,0,0.071,1,0.019,0.038,3.3
2YD0,A,0.716,0.736,0,0.209,-0.333,0.439,0.558,0.222,0.937,1,0.174,0.943,0.06,0.324,3.3
3JX8,E,0.716,0.773,-0.636,0.303,0.091,0.369,0.667,0.707,0.941,0.771,0.429,0.996,0.147,0.694,3.1
3TIO,D,0.716,0.752,0.714,0.171,0.714,0.424,0.471,0.353,1.065,0.7,0.22,0.7,0.197,0.23,3.1.2.1
4GEY,A,0.716,0.189,-0.429,0.121,0.429,0.473,0.281,0.542,0.128,0.904,0.076,0.904,0.051,0.374,4.2
4YKM,A,0.716,0.935,0,0.369,0,0.201,0.36,0.332,0.556,1,0.127,1,0.012,0.002,4.2.1.2
5NH6,C,0.716,0.38,0.143,0.265,-0.429,0.469,0.28,0.145,0.254,0.99,0.115,0.904,0.09,0.186,4.1
5NH7,A,0.716,0.352,0.429,0.224,-0.714,0.464,0.447,0.145,0.235,0.904,0.109,0.7,0.1,0.437,4.1
5V5P,C,0.716,0.942,1,0.269,0,0.692,0.159,0.396,0.553,0,0.166,1,0.102,0.123,3.3.3.1
5XDN,B,0.716,0.126,0,0.063,0,0.512,0.139,0.136,0.09,1,0.051,1,0.073,0.112,4.4
7KQ1,C,0.716,2.644,0.333,0.12,0.333,0.591,2.917,0.437,0.059,0.943,0.056,0.943,0.071,0.049,5.3.2
1B3U,A,0.717,0.337,-0.286,0.177,0.143,0.652,0.279,0.522,0.306,0.958,0.146,0.99,0.103,0.244,3.3.2.2
1BRP,A,0.717,0.401,-1,0.231,1,0.383,1.993,0.592,0.076,0,0.036,0,0.006,1.142,4.2.1.2
2WNZ,C,0.717,0.494,-0.429,0.281,-0.143,0.442,0.421,0.064,0.466,0.904,0.344,0.99,0.079,0.519,4.1
3F4D,B,0.717,0.584,-0.143,0.175,-0.714,0.376,0.651,0.195,0.247,0.99,0.2,0.7,0.045,0.582,4.1
3MWA,A,0.717,0.303,-0.429,0.291,0.429,0.358,0.433,0.143,0.34,0.904,0.197,0.904,0.082,0.37,4.1.1
4XRK,A,0.717,0.384,0.412,0.185,-0.176,0.612,0.237,0.525,0.406,0.911,0.144,0.984,0.092,0.214,3.3.2.2
6T8E,A,0.717,0.332,0.143,0.265,-0.429,0.464,0.323,0.147,0.235,0.99,0.117,0.904,0.098,0.239,4.1
7DPY,A,0.717,0.405,-1,0.354,-1,0.255,1.156,0.121,0.126,0,0.318,0,0.078,0.378,4.2
1FQV,I,0.718,0.09,0.333,0.074,-0.333,0.397,0.132,0.637,0.065,0.943,0.084,0.943,0.097,0.119,3.2
1SRG,B,0.718,0.67,-1,0.125,0.333,0.331,0.434,0.215,0.081,0,0.059,0.943,0.056,0.14,4.2
1VPX,O,0.718,0.527,0.429,0.301,0.143,0.472,0.578,0.463,0.547,0.904,0.204,0.99,0.088,0.693,4.1.1.2
2IB6,A,0.718,0.668,0.5,0.31,0,0.286,0.571,0.411,0.72,0.866,0.24,1,0.02,0.368,4.2
2PI3,O,0.718,0.87,-0.778,0.501,0.111,0.318,0.694,0.393,0.758,0.629,0.5,0.994,0.081,0.863,3.4
3FXG,A,0.718,0.978,0,0.27,-0.25,0.402,1.229,0.681,0.918,1,0.307,0.968,0.102,1.082,
3JX8,B,0.718,1.133,-0.636,0.25,-0.455,0.389,0.925,0.749,1.234,0.771,0.343,0.891,0.13,0.988,3.1
3TK8,C,0.718,2.251,0.333,0.547,-0.333,0.587,1.06,0.361,0.134,0.943,0.117,0.943,0.233,0.529,3.1.2.1
